temp,atemp,hum,season,weathersit,hr,cnt
0.54,0.5152,0.22,2,1,18,704
0.16,0.1212,0.37,1,1,17,69
0.8,0.7576,0.55,3,1,22,244
0.82,0.697,0.21,3,1,17,461
0.24,0.2576,0.75,1,1,7,95
0.58,0.5455,0.73,1,1,19,555
0.32,0.3182,0.66,1,1,11,171
0.64,0.6061,0.73,2,1,20,420
0.36,0.3333,0.46,4,1,10,320
0.8,0.7273,0.43,3,1,12,189
0.66,0.6061,0.83,3,1,5,45
0.34,0.3333,0.71,4,2,18,381
0.46,0.4545,0.88,2,1,6,117
0.6,0.6061,0.6,2,1,9,367
0.46,0.4545,0.88,2,2,6,136
0.5,0.4848,0.94,2,2,9,318
0.66,0.6061,0.83,3,1,4,6
0.16,0.1364,0.43,1,1,6,39
0.12,0.1515,0.68,1,1,5,4
0.7,0.6667,0.79,3,1,5,36
0.28,0.2576,0.38,1,1,13,101
0.74,0.6818,0.62,3,1,22,209
0.62,0.6212,0.41,1,2,11,220
0.38,0.3939,0.94,2,3,6,34
0.18,0.197,0.59,1,1,6,91
0.74,0.6667,0.48,2,1,15,141
0.38,0.3939,0.94,4,2,7,285
0.52,0.5,0.68,3,1,7,447
0.42,0.4242,0.94,2,3,11,31
0.22,0.2273,0.37,1,1,11,90
0.52,0.5,0.32,2,1,15,117
0.7,0.6515,0.65,2,2,1,76
0.64,0.5606,0.94,3,2,6,6
0.48,0.4697,0.39,2,1,0,37
0.44,0.4394,0.44,4,1,11,172
0.38,0.3939,0.66,4,1,0,93
0.6,0.5606,0.83,3,1,17,511
0.24,0.2424,0.93,1,3,17,26
0.46,0.4545,0.82,2,1,0,53
0.76,0.6818,0.48,3,1,11,278
0.3,0.2879,0.81,2,3,4,3
0.28,0.2727,0.75,4,2,6,84
0.62,0.6061,0.69,1,2,15,244
0.46,0.4545,0.88,2,1,23,81
0.36,0.3485,0.46,1,1,11,256
0.7,0.6364,0.34,1,1,18,734
0.66,0.6212,0.57,4,1,18,887
0.3,0.2727,0.56,2,1,19,138
0.76,0.697,0.55,3,1,7,313
0.54,0.5152,0.42,1,2,18,222
0.8,0.7121,0.41,3,1,18,419
0.78,0.7727,0.7,3,1,22,169
0.68,0.6364,0.79,3,1,21,352
0.28,0.2576,0.56,1,1,5,18
0.3,0.303,0.39,1,1,20,181
0.62,0.5758,0.83,3,1,8,119
0.38,0.3939,0.54,4,1,13,456
0.8,0.697,0.33,2,1,16,358
0.7,0.6364,0.21,2,2,16,591
0.28,0.2576,0.41,1,1,11,227
0.62,0.5455,0.94,4,2,3,5
0.68,0.6364,0.61,2,1,20,336
0.68,0.6364,0.47,3,1,0,115
0.64,0.6061,0.65,3,1,8,564
0.66,0.6061,0.78,2,1,4,5
0.22,0.2273,0.47,1,1,1,20
0.8,0.7576,0.55,3,1,9,256
0.72,0.6667,0.51,3,1,17,894
0.4,0.4091,0.4,4,1,14,509
0.32,0.2879,0.51,4,2,11,147
0.56,0.5303,0.6,2,1,9,332
0.4,0.4091,0.62,2,2,11,98
0.46,0.4545,0.59,2,1,2,56
0.24,0.2273,0.56,1,1,13,97
0.76,0.6667,0.27,2,1,18,723
0.24,0.197,0.93,1,3,1,5
0.1,0.0758,0.36,1,1,0,17
0.62,0.6212,0.53,3,1,4,5
0.7,0.6515,0.61,3,1,12,257
0.22,0.2121,0.69,1,1,3,2
0.6,0.5909,0.69,4,3,9,359
0.64,0.5758,0.89,2,3,14,60
0.64,0.6061,0.73,2,1,1,16
0.68,0.6364,0.74,3,1,6,121
0.16,0.2273,0.59,1,2,1,7
0.6,0.6212,0.4,1,1,21,288
0.82,0.7424,0.41,3,1,18,843
0.3,0.303,0.49,1,1,19,119
0.74,0.6667,0.48,4,1,18,884
0.72,0.6515,0.42,2,1,14,263
0.36,0.3788,0.71,4,1,21,85
0.44,0.4394,0.94,4,2,0,18
0.52,0.5,0.83,2,2,20,152
0.38,0.3939,0.37,1,1,21,129
0.68,0.6364,0.74,3,1,22,174
0.24,0.2424,0.75,2,1,2,21
0.36,0.3333,0.34,4,1,16,238
0.22,0.2273,0.37,2,1,6,101
0.52,0.5,0.94,2,2,8,347
0.32,0.3485,0.39,4,1,15,270
0.8,0.7121,0.41,3,1,16,303
0.68,0.2424,0.57,3,1,0,88
0.78,0.7424,0.62,3,1,18,253
0.1,0.0909,0.49,1,1,9,63
0.38,0.3939,0.62,4,1,23,93
0.16,0.197,0.59,1,1,19,92
0.7,0.6364,0.37,2,1,21,339
0.32,0.3485,0.7,1,2,19,128
0.16,0.197,0.69,1,1,0,30
0.62,0.5606,0.88,3,1,5,40
0.44,0.4394,0.67,2,1,23,125
0.34,0.3333,0.93,1,2,10,103
0.44,0.4394,0.54,4,2,20,184
0.32,0.303,0.45,2,2,9,154
0.94,0.8333,0.31,3,1,13,156
0.68,0.6364,0.79,2,1,21,167
0.34,0.3485,0.53,4,1,8,174
0.66,0.6212,0.74,3,1,5,17
0.5,0.4848,0.2,2,1,20,208
0.84,0.7121,0.26,3,1,16,513
0.8,0.697,0.27,3,1,16,298
0.36,0.3333,0.46,4,2,11,340
0.2,0.1818,0.32,1,1,14,188
0.66,0.6061,0.82,4,1,19,383
0.72,0.6667,0.54,3,1,13,163
0.92,0.8636,0.37,3,1,12,202
0.3,0.303,0.81,4,1,22,66
0.54,0.5152,0.83,2,2,3,28
0.68,0.6364,0.61,2,1,23,230
0.4,0.4091,0.87,4,2,0,27
0.54,0.5152,0.64,2,2,14,107
0.64,0.6061,0.73,3,2,7,261
0.74,0.7121,0.74,3,1,4,16
0.18,0.1667,0.43,1,2,2,8
0.38,0.3939,0.71,4,1,22,193
0.2,0.2273,0.51,1,2,12,57
0.32,0.303,0.93,2,2,16,60
0.82,0.7879,0.56,3,1,9,297
0.76,0.7273,0.66,2,1,21,210
0.42,0.4242,0.62,4,1,2,74
0.26,0.2424,0.48,4,1,0,44
0.26,0.303,0.93,1,1,0,31
0.52,0.5,0.83,4,1,6,98
0.64,0.6212,0.57,2,1,10,216
0.62,0.6212,0.35,3,1,18,968
1.0,0.8636,0.19,3,1,16,294
0.24,0.2576,0.52,1,1,3,7
0.56,0.5303,0.88,2,1,22,127
0.44,0.4394,0.72,4,2,18,203
0.2,0.197,0.47,1,2,0,17
0.54,0.5152,0.94,4,3,14,78
0.7,0.6515,0.65,4,1,19,593
0.7,0.6667,0.84,3,2,8,127
0.5,0.4848,0.72,3,1,5,13
0.5,0.4848,0.63,4,2,21,280
0.48,0.4697,0.67,4,2,18,240
0.92,0.7727,0.18,3,1,15,293
0.36,0.3485,0.93,4,3,15,225
0.54,0.5152,0.56,2,1,21,283
0.8,0.7879,0.63,3,2,14,216
0.44,0.4394,0.58,4,2,8,759
0.56,0.5303,0.64,1,2,12,36
0.36,0.3636,0.71,4,2,8,372
0.64,0.6212,0.5,2,3,17,569
0.26,0.2576,0.7,1,1,7,114
0.86,0.7879,0.44,3,1,14,160
0.3,0.2576,0.36,4,2,12,199
0.54,0.5152,0.68,2,1,8,517
0.36,0.3788,0.93,4,2,3,3
0.6,0.5606,0.83,2,3,19,194
0.28,0.2576,0.26,1,1,2,51
0.54,0.5152,0.73,2,1,6,159
0.74,0.6667,0.48,3,1,21,232
0.64,0.6061,0.73,3,1,22,281
0.7,0.6667,0.84,3,1,2,13
0.2,0.2576,0.59,4,1,9,107
0.44,0.4394,0.72,4,2,10,229
0.76,0.697,0.55,3,1,11,509
0.48,0.4697,0.88,4,3,8,316
0.2,0.2121,0.49,1,2,22,21
0.64,0.5758,0.89,3,1,16,144
0.48,0.4697,0.77,4,2,22,162
0.8,0.7121,0.36,3,1,15,271
0.46,0.4545,0.31,2,1,19,433
0.26,0.2727,0.56,1,1,1,5
0.62,0.5606,0.88,2,1,5,10
0.78,0.7424,0.59,3,1,22,199
0.46,0.4545,0.59,4,1,3,25
0.62,0.6061,0.61,2,2,16,544
0.88,0.7727,0.32,3,1,15,497
0.64,0.6212,0.61,3,1,5,25
0.52,0.5,0.59,3,1,8,797
0.66,0.6212,0.74,2,1,12,188
0.52,0.5,0.45,4,1,15,151
0.62,0.6061,0.69,2,1,5,33
0.78,0.7121,0.49,3,1,17,872
0.76,0.6818,0.48,3,2,15,350
0.74,0.6667,0.42,3,1,10,126
0.18,0.197,0.47,1,1,19,61
0.76,0.697,0.55,3,1,19,443
0.56,0.5303,0.94,2,1,2,48
0.62,0.6212,0.41,2,1,21,313
0.24,0.2121,0.6,4,1,6,12
0.36,0.3485,0.93,1,2,4,2
0.36,0.3333,0.66,4,2,9,278
0.52,0.5,0.68,3,2,11,367
0.52,0.5,0.68,3,2,13,349
0.52,0.5,0.36,2,1,11,148
0.36,0.3636,0.66,4,1,10,262
0.62,0.5758,0.83,3,2,20,261
0.18,0.2121,0.51,1,2,8,217
0.72,0.697,0.74,3,2,21,317
0.22,0.2121,0.93,4,3,15,41
0.14,0.1364,0.59,1,1,18,153
0.4,0.4091,0.62,4,1,2,31
0.48,0.4697,0.27,2,1,1,13
0.4,0.4091,0.82,1,2,2,32
0.86,0.7576,0.36,3,1,17,810
0.68,0.6364,0.61,2,1,16,386
0.8,0.7424,0.49,3,1,14,430
0.28,0.2727,0.36,1,1,14,91
0.68,0.6364,0.51,3,2,2,114
0.34,0.303,0.49,2,1,19,136
0.62,0.6212,0.41,2,1,14,270
0.32,0.2879,0.33,4,1,14,207
0.5,0.4848,0.45,4,1,11,174
0.66,0.5909,0.89,3,2,21,128
0.48,0.4697,0.33,4,1,15,285
0.74,0.6818,0.58,3,1,9,247
0.5,0.4848,0.63,4,1,11,240
0.64,0.6061,0.73,2,2,9,138
0.46,0.4545,0.77,3,1,6,211
0.42,0.4242,0.5,2,1,1,9
0.56,0.5303,0.52,2,1,16,192
0.64,0.6061,0.69,3,1,7,71
0.44,0.4394,0.58,2,1,2,5
0.12,0.1212,0.8,1,2,6,7
0.54,0.5152,0.33,1,1,15,217
0.52,0.5,0.63,3,1,6,172
0.58,0.5455,0.78,4,2,21,175
0.54,0.5152,0.43,2,1,18,371
0.5,0.4848,0.59,4,2,23,100
0.24,0.2424,0.7,4,1,3,17
0.28,0.2879,0.7,1,1,5,25
0.26,0.2727,0.87,4,1,4,6
0.44,0.4394,0.88,1,2,12,503
0.58,0.5455,0.83,2,2,23,65
0.72,0.6515,0.37,2,2,16,542
0.46,0.4545,0.44,1,1,15,261
0.62,0.6212,0.41,2,1,15,199
0.62,0.6061,0.69,3,1,8,467
0.34,0.3485,1.0,1,3,2,5
0.8,0.7273,0.43,2,2,20,254
0.74,0.697,0.66,3,2,10,142
0.62,0.6212,0.41,2,2,15,199
0.56,0.5303,0.6,1,1,22,170
0.32,0.3182,0.87,2,3,5,10
0.72,0.6818,0.62,3,1,8,432
0.24,0.2424,0.48,1,2,12,86
0.54,0.5152,0.68,3,1,0,66
0.42,0.4242,0.88,4,1,6,87
0.52,0.5,0.59,2,2,21,221
0.64,0.5606,0.94,3,3,21,82
0.42,0.4242,0.32,1,1,17,465
0.3,0.2727,0.39,1,1,12,120
0.46,0.4545,0.63,4,1,1,11
0.52,0.5,0.83,4,1,3,3
0.34,0.3182,0.66,4,2,8,457
0.64,0.6061,0.65,2,1,10,305
0.3,0.2879,0.87,1,2,2,20
0.72,0.6667,0.58,2,2,20,188
0.46,0.4545,0.41,4,1,16,520
0.72,0.6515,0.34,2,1,16,466
0.46,0.4545,0.67,4,2,8,452
0.8,0.7121,0.38,3,2,13,374
0.32,0.3485,0.61,4,1,22,44
0.24,0.2424,0.7,4,1,5,11
0.36,0.3788,0.5,4,1,21,105
0.76,0.7273,0.66,3,1,0,53
0.74,0.6667,0.51,3,1,17,878
0.26,0.2727,0.65,4,1,5,5
0.4,0.4091,0.54,1,3,6,67
0.86,0.7879,0.41,3,1,13,281
0.42,0.4242,0.71,1,2,19,330
0.22,0.2121,0.37,2,1,5,17
0.32,0.3333,1.0,2,3,2,17
0.76,0.7121,0.58,3,2,9,318
0.7,0.6667,0.74,3,2,22,162
0.64,0.6061,0.65,2,1,2,14
0.12,0.1212,0.55,1,1,5,19
0.32,0.303,0.57,4,1,18,497
0.3,0.2727,0.81,4,3,3,8
0.26,0.2424,0.33,1,1,18,126
0.74,0.697,0.66,3,1,21,195
0.66,0.6061,0.78,3,2,18,622
0.6,0.6212,0.38,3,1,17,886
0.72,0.6667,0.54,3,1,21,299
0.34,0.3182,0.53,1,2,2,6
0.5,0.4848,1.0,2,1,3,33
0.72,0.6515,0.45,3,1,21,397
0.56,0.5303,0.22,1,1,12,126
0.8,0.7273,0.43,2,2,12,261
0.62,0.5606,0.88,3,1,2,20
0.66,0.6212,0.74,2,2,4,17
0.38,0.3939,0.66,4,1,18,411
0.46,0.4545,0.38,1,1,12,194
0.72,0.6515,0.45,3,1,17,608
0.42,0.4242,0.38,4,1,13,525
0.76,0.7273,0.66,3,2,11,214
0.56,0.5303,0.64,3,1,20,417
0.34,0.303,0.61,4,2,8,724
0.4,0.4091,0.76,2,2,20,118
0.34,0.2879,0.87,2,3,22,13
0.4,0.4091,0.94,4,2,18,507
0.6,0.5758,0.78,2,2,9,347
0.36,0.3788,0.87,2,2,15,201
0.68,0.6364,0.83,3,1,22,184
0.68,0.6364,0.83,3,1,0,82
0.76,0.697,0.52,3,2,14,255
0.5,0.4848,0.68,2,2,14,238
0.52,0.5,0.88,2,1,21,85
0.6,0.5758,0.78,3,1,7,519
0.34,0.3333,0.66,2,3,11,106
0.62,0.5606,0.88,3,1,5,11
0.64,0.6061,0.73,3,1,21,351
0.56,0.5303,0.88,2,3,4,5
0.36,0.3182,0.53,4,2,12,226
0.66,0.6061,0.83,4,3,18,524
0.5,0.4848,0.45,4,2,9,206
0.46,0.4545,0.4,4,1,11,295
0.38,0.3939,0.66,4,2,17,568
0.38,0.3939,0.4,1,1,17,271
0.72,0.6515,0.28,3,1,19,612
0.66,0.6212,0.5,1,1,16,385
0.24,0.2424,0.75,1,2,7,16
0.82,0.7727,0.49,3,1,9,363
0.4,0.4091,0.94,2,2,22,54
0.82,0.7424,0.43,3,1,16,458
0.6,0.5758,0.78,2,2,9,219
0.5,0.4848,0.72,4,3,20,194
0.24,0.2424,0.75,1,1,17,149
0.62,0.6061,0.69,4,3,17,425
0.48,0.4697,0.63,2,2,5,17
0.3,0.2727,0.36,1,1,16,167
0.54,0.5152,0.52,4,1,20,178
0.66,0.6212,0.74,3,2,16,281
0.2,0.1818,0.59,1,1,7,107
0.36,0.3182,0.66,4,1,22,111
0.46,0.4545,0.59,1,1,0,31
0.36,0.3485,0.23,1,1,17,407
0.32,0.3485,0.87,4,1,0,19
0.28,0.2727,0.81,4,1,8,478
0.36,0.3485,0.62,4,3,10,146
0.8,0.7424,0.49,3,2,23,132
0.34,0.3636,0.87,4,1,3,17
0.3,0.2727,0.56,4,2,19,319
0.34,0.303,0.53,4,2,12,121
0.16,0.1212,0.47,1,1,10,60
0.46,0.4545,0.44,1,1,17,213
0.46,0.4545,0.55,3,1,9,210
0.54,0.5152,0.37,1,1,15,209
0.32,0.3333,0.36,4,1,20,263
0.56,0.5303,0.73,3,1,2,6
0.22,0.2273,0.41,4,1,22,95
0.48,0.4697,0.41,4,2,16,357
0.62,0.5909,0.78,3,1,0,33
0.46,0.4545,0.82,4,1,10,156
0.86,0.7879,0.41,3,1,15,166
0.42,0.4242,0.82,4,1,1,25
0.8,0.697,0.29,3,1,16,484
0.82,0.7727,0.52,2,1,13,197
0.5,0.4848,0.48,2,1,1,93
0.22,0.2424,0.6,1,1,5,19
0.32,0.303,0.53,4,1,23,95
0.2,0.2121,0.86,1,1,6,74
0.66,0.6212,0.69,3,1,0,46
0.62,0.6212,0.41,4,1,13,594
0.22,0.2121,0.44,1,1,7,225
0.44,0.4394,0.58,1,1,19,207
0.54,0.5152,0.56,2,1,3,66
0.16,0.1818,0.8,4,1,6,113
0.32,0.303,0.45,1,2,16,212
0.74,0.7121,0.79,3,3,16,343
0.54,0.5152,0.83,2,2,1,121
0.34,0.3182,0.71,4,3,19,118
0.22,0.2121,0.51,1,1,11,57
0.26,0.2424,0.56,4,1,5,24
0.2,0.2273,0.86,1,4,18,164
0.72,0.6515,0.3,3,1,13,234
0.7,0.6667,0.79,3,1,0,28
0.2,0.2121,0.75,1,2,0,9
0.32,0.2879,0.28,1,1,20,47
0.16,0.1667,0.4,1,1,21,72
0.18,0.197,0.64,1,1,7,128
0.32,0.3333,0.93,2,3,23,17
0.48,0.4697,0.39,2,1,19,468
0.4,0.4091,0.47,2,1,6,123
0.3,0.2727,0.87,1,2,21,20
0.44,0.4394,0.77,4,2,22,96
0.92,0.8636,0.37,3,1,18,362
0.48,0.4697,0.67,2,1,21,152
0.42,0.4242,0.54,1,1,18,145
0.74,0.6515,0.33,2,1,18,645
0.7,0.6515,0.7,2,1,18,564
0.2,0.2273,0.69,4,1,8,679
0.22,0.2273,0.51,1,1,17,172
0.52,0.5,0.88,2,2,13,226
0.64,0.6061,0.73,3,1,8,740
0.42,0.4242,0.2,2,1,15,200
0.62,0.5455,0.94,2,2,9,152
0.56,0.5303,0.83,4,2,5,43
0.64,0.6212,0.5,2,1,21,259
0.8,0.697,0.31,3,1,17,913
0.6,0.6212,0.46,2,1,10,255
0.6,0.5606,0.83,3,2,23,102
0.2,0.2576,0.86,1,2,12,55
0.64,0.6061,0.69,3,1,4,10
0.4,0.4091,0.76,4,1,19,282
0.6,0.6212,0.46,2,1,6,144
0.26,0.2576,0.6,1,1,4,8
0.16,0.197,0.74,1,2,6,29
0.18,0.197,0.55,1,3,4,1
0.66,0.6212,0.61,2,1,18,358
0.34,0.3636,0.76,4,1,1,14
0.32,0.303,0.53,4,2,15,198
0.68,0.6364,0.89,3,2,0,39
0.56,0.5303,0.94,4,1,4,8
0.66,0.6061,0.83,3,2,23,120
0.56,0.5303,0.52,3,1,0,41
0.54,0.5152,0.56,4,1,17,888
0.42,0.4242,0.47,2,2,9,196
0.66,0.6212,0.69,2,1,21,236
0.76,0.7273,0.66,2,1,15,513
0.68,0.6364,0.79,3,2,16,284
0.3,0.3333,0.52,1,2,14,142
0.18,0.197,0.55,1,1,8,34
0.94,0.8788,0.38,3,1,13,245
0.2,0.1818,0.8,1,2,17,106
0.14,0.1667,0.63,1,2,3,1
0.7,0.6515,0.61,2,2,11,258
0.5,0.4848,0.31,2,1,15,269
0.34,0.3485,0.46,4,1,16,321
0.22,0.2424,0.93,1,3,10,166
0.64,0.5758,0.89,3,1,5,23
0.14,0.2121,0.93,1,1,4,1
0.46,0.4545,0.47,4,2,17,184
0.6,0.5758,0.78,2,2,3,8
0.28,0.2727,0.93,2,2,5,9
0.34,0.3485,0.49,1,1,14,160
0.72,0.6515,0.42,3,2,17,421
0.34,0.3636,1.0,2,3,4,5
0.22,0.2576,0.69,4,1,1,26
0.62,0.6212,0.38,3,1,14,286
0.72,0.6818,0.7,3,1,21,225
0.7,0.6515,0.58,3,1,7,305
0.72,0.697,0.79,3,1,6,19
0.22,0.2121,0.87,4,1,0,54
0.32,0.2879,0.45,4,1,10,171
0.68,0.6364,0.79,3,2,15,181
0.66,0.6212,0.65,2,1,23,160
0.64,0.5758,0.83,3,1,5,22
0.32,0.303,0.49,4,2,5,9
0.26,0.2576,0.75,4,2,1,12
0.44,0.4394,0.88,4,1,3,20
0.44,0.4394,1.0,4,3,10,33
0.64,0.5758,0.83,3,1,5,6
0.78,0.7121,0.49,2,1,17,522
0.78,0.7121,0.52,2,1,19,526
0.46,0.4545,0.31,2,1,14,349
0.62,0.6061,0.69,2,1,10,131
0.28,0.2576,0.75,1,1,23,34
0.26,0.2273,0.48,1,2,5,2
0.34,0.3636,0.53,4,1,19,204
0.68,0.6364,0.44,2,1,20,479
0.24,0.2424,0.87,1,2,23,70
0.66,0.5909,0.89,3,1,18,123
0.26,0.2576,0.65,4,1,3,21
0.66,0.6212,0.31,2,1,16,430
0.54,0.5152,0.88,3,1,4,6
0.22,0.2273,0.69,1,2,0,17
0.56,0.5303,0.37,1,2,16,401
0.5,0.4848,0.88,4,2,13,74
0.54,0.5152,1.0,2,1,4,3
0.44,0.4394,0.47,4,2,10,141
0.66,0.6061,0.83,3,3,12,76
0.32,0.3485,0.57,1,2,20,151
0.64,0.5758,0.83,4,2,13,162
0.76,0.697,0.52,3,1,10,264
0.64,0.5909,0.78,2,1,4,7
0.46,0.4545,0.31,2,1,20,289
0.72,0.697,0.74,3,2,8,428
0.6,0.5152,0.94,4,2,6,177
0.26,0.2273,0.6,4,1,3,1
0.7,0.6515,0.61,3,1,19,649
0.56,0.5303,0.52,2,1,9,160
0.56,0.5303,0.88,2,2,17,272
0.8,0.7273,0.46,2,2,14,334
0.76,0.7273,0.66,3,2,13,566
0.42,0.4242,0.41,4,1,19,493
0.32,0.303,0.49,4,2,18,540
0.68,0.6364,0.36,2,1,11,164
0.46,0.4545,0.14,1,1,1,31
0.18,0.2121,0.43,1,2,23,23
0.24,0.2121,0.52,4,1,2,9
0.4,0.4091,0.87,4,1,5,34
0.54,0.5152,0.6,4,1,18,486
0.46,0.4545,0.88,1,2,19,296
0.66,0.6212,0.27,2,1,18,868
0.5,0.4848,0.45,4,1,13,283
0.7,0.6667,0.84,3,2,22,121
0.28,0.2879,0.45,1,1,21,147
0.76,0.6667,0.35,2,2,16,255
0.7,0.6667,0.84,3,1,0,38
0.36,0.3636,0.93,1,2,7,92
0.46,0.4545,0.67,1,1,15,174
0.66,0.6212,0.47,3,1,19,367
0.38,0.3939,0.87,4,3,18,140
0.54,0.5152,0.77,4,2,0,71
0.18,0.2424,0.51,1,2,9,122
0.44,0.4394,0.77,4,1,1,11
0.22,0.2121,0.44,1,1,5,5
0.7,0.6667,0.79,3,1,4,5
0.64,0.5758,0.83,2,1,20,218
0.66,0.6212,0.65,3,2,22,160
0.74,0.697,0.66,3,2,5,38
0.7,0.6667,0.79,3,1,3,4
0.14,0.1515,0.74,1,1,8,220
0.2,0.197,0.55,1,2,0,12
0.36,0.3485,0.5,4,1,12,273
0.56,0.5303,0.6,4,1,15,177
0.48,0.4697,0.51,2,2,13,247
0.34,0.3333,0.81,1,1,8,49
0.7,0.6667,0.79,3,2,3,8
0.6,0.6212,0.43,3,1,5,36
0.38,0.3939,0.87,4,1,5,24
0.38,0.3939,0.87,4,1,4,5
0.4,0.4091,0.5,2,1,23,31
0.62,0.6061,0.69,2,1,4,8
0.54,0.5152,0.64,3,1,8,128
0.18,0.2121,0.59,1,1,9,34
0.3,0.2879,0.52,4,2,22,122
0.4,0.4091,0.58,1,1,20,86
0.32,0.303,0.7,2,2,13,101
0.16,0.1364,0.48,1,2,3,25
0.56,0.5303,0.73,4,1,19,302
0.16,0.1667,0.8,4,1,7,223
0.5,0.4848,0.45,4,1,17,501
0.34,0.3182,0.81,2,2,10,75
0.38,0.3939,0.82,2,2,17,257
0.88,0.7879,0.37,3,1,17,615
0.7,0.6364,0.28,2,1,15,212
0.26,0.2576,0.7,4,2,1,66
0.28,0.2879,0.61,1,1,19,21
0.22,0.2576,0.87,4,1,7,205
0.16,0.2273,0.64,1,1,1,4
0.28,0.2879,0.75,4,1,3,2
0.14,0.1364,0.46,1,1,0,9
0.54,0.5152,0.34,1,1,18,525
0.56,0.5303,0.26,2,1,13,228
0.8,0.7576,0.55,3,1,11,141
0.18,0.2121,0.74,1,1,21,38
0.32,0.3485,0.49,2,2,3,4
0.66,0.6061,0.83,2,1,9,270
0.62,0.5909,0.73,2,1,22,145
0.52,0.5,0.39,4,1,17,491
0.22,0.197,0.44,1,1,6,2
0.2,0.2273,0.69,1,1,5,10
0.28,0.2727,0.41,4,1,17,181
0.16,0.197,0.64,1,1,7,19
0.16,0.1818,0.86,4,1,6,68
0.32,0.3485,0.57,2,2,4,1
0.34,0.3485,0.87,4,1,0,16
0.48,0.4697,0.77,4,1,10,266
0.24,0.2273,0.3,1,1,17,157
0.64,0.6212,0.47,4,2,14,266
0.66,0.5909,0.89,3,1,5,4
0.62,0.6212,0.41,2,1,22,117
0.52,0.5,0.77,3,1,5,55
0.5,0.4848,0.82,2,3,4,5
0.36,0.3333,0.46,4,2,18,297
0.52,0.5,0.77,2,1,2,81
0.52,0.5,0.77,2,3,18,372
0.64,0.5758,0.89,3,1,4,7
0.86,0.7424,0.26,3,1,12,410
0.46,0.4545,1.0,4,3,12,54
0.36,0.3636,0.81,4,1,21,88
0.36,0.3636,1.0,4,2,21,96
0.72,0.6515,0.28,3,1,17,900
0.46,0.4545,0.41,2,1,3,13
0.38,0.3939,0.4,2,2,10,291
0.34,0.3333,0.61,1,1,4,3
0.6,0.5909,0.73,2,1,2,5
0.34,0.3333,0.39,4,1,17,561
0.58,0.5455,0.78,3,2,22,194
0.76,0.697,0.52,3,1,15,266
0.24,0.2273,0.48,4,1,10,139
0.62,0.5909,0.73,3,2,20,340
0.44,0.4394,0.82,2,2,3,40
0.38,0.3939,0.87,2,2,0,53
0.8,0.7424,0.49,3,1,19,303
0.3,0.3333,0.52,1,2,7,24
0.9,0.8939,0.5,3,1,11,109
0.44,0.4394,0.67,4,1,3,7
0.6,0.5909,0.73,2,1,0,94
0.54,0.5152,0.45,1,1,18,297
0.64,0.6061,0.73,3,1,4,5
0.58,0.5455,0.46,2,1,19,586
0.22,0.197,0.44,1,1,13,49
0.72,0.6667,0.58,2,2,11,377
0.2,0.197,0.51,2,1,7,41
0.48,0.4697,0.82,3,1,6,164
0.34,0.303,0.66,2,3,0,13
0.4,0.4091,0.82,4,2,18,358
0.58,0.5455,0.46,2,2,14,276
0.74,0.697,0.66,3,1,10,123
0.74,0.6515,0.3,3,1,11,209
0.56,0.5303,0.54,4,1,1,17
0.26,0.2576,1.0,2,3,1,4
0.82,0.7424,0.43,3,1,20,206
0.8,0.7727,0.59,3,1,15,292
0.26,0.2727,0.7,2,2,7,18
0.44,0.4394,0.82,2,1,4,4
0.66,0.6212,0.57,3,1,0,187
0.54,0.5152,0.83,3,2,7,172
0.4,0.4091,0.66,4,2,10,176
0.32,0.303,0.45,2,1,2,2
0.32,0.303,0.49,4,2,20,256
0.82,0.7727,0.52,3,2,17,463
0.62,0.5909,0.78,2,1,23,133
0.24,0.2424,0.93,4,2,7,31
0.72,0.697,0.74,3,1,8,698
0.34,0.3333,0.87,2,2,7,27
0.44,0.4394,1.0,4,2,6,69
0.34,0.3182,0.53,1,1,12,158
0.84,0.7424,0.39,3,1,19,382
0.4,0.4091,1.0,2,2,0,15
0.2,0.1818,0.4,1,1,8,195
0.2,0.2121,0.37,1,2,16,174
0.74,0.6667,0.48,2,2,14,204
0.2,0.197,0.37,1,2,22,72
0.42,0.4242,0.94,1,2,4,2
0.42,0.4242,0.38,1,1,17,487
0.7,0.6667,0.79,3,1,8,456
0.24,0.2273,0.75,1,1,18,109
0.82,0.7424,0.41,3,1,17,531
0.8,0.7576,0.55,3,1,22,288
0.6,0.5606,0.83,2,1,1,107
0.32,0.303,0.57,4,1,1,19
0.64,0.5758,0.83,3,1,23,140
0.42,0.4242,0.67,4,1,6,19
0.56,0.5303,0.64,2,1,10,148
0.5,0.4848,0.36,2,1,21,180
0.3,0.3182,0.81,1,2,1,25
0.46,0.4545,0.33,4,1,14,413
0.7,0.6667,0.84,3,1,0,145
0.7,0.6667,0.79,3,1,0,30
0.72,0.6515,0.42,2,1,14,456
0.54,0.5152,0.56,2,1,2,59
0.64,0.6061,0.73,3,1,21,195
0.5,0.4848,0.82,2,1,22,173
0.48,0.4697,0.77,4,1,2,23
0.66,0.6212,0.69,3,1,3,6
0.62,0.6212,0.5,2,2,14,239
0.34,0.3182,0.61,4,1,12,196
0.38,0.3939,0.87,2,3,12,61
0.42,0.4242,0.77,2,1,4,8
0.44,0.4394,0.72,1,1,6,117
0.26,0.2273,0.37,1,1,20,179
0.6,0.5,1.0,4,2,3,8
